ID,Tipo,Nombre_producto_API,Version_producto,Nombre_de_servicio/API,Nombre_Tecnico_API,Componente_menor,EVC,Nombre_equipo,Servicio_proveedor,Consumidores,QMANAGER,Namespace
620,API IBM Cloud ,Gwe-Customers,311,Gwe-Customer - Basic Information,gwe-customer-basic-information,MDM,"DATOS, ANALÍTICA, IA, BLOCKCHAIN",MDM,RecuperarDatosCliente/V4.0,"Visor Interactivo_AW1249 _x000D_
 Prometeo_AW0360009 _x000D_
 GestionaNegocios_AW1302001 _x000D_
 Aplicación Transversal de Lealtad - ATL_AW1284 _x000D_
 Boton Bancolombia_AW1277001 _x000D_
 PortalSalaDeVentas_AW1258002 _x000D_
 BC_Herramientas_MonitoreoPrd _x000D_
 MUVERANG_NU0063001 _x000D_
 MarketplaceEcosistemasPersonas_NU0035001 _x000D_
 Transfiya_NU0017001 _x000D_
 MovilidadCore_AW1281002 _x000D_
 PORTALCOBRANZA_AW1294001 _x000D_
 VisorInteractivo_AW1249 _x000D_
 HabitatCore_AW1281003",,
621,API IBM Cloud ,Gwe-Customers,311,Gwe-Customer - Check Control List,gwe-customer-check-control-list,Transversales no iSeries,Otras Funciones de Apoyo,Los Federales,ConsultaListasDeControl/V1.0,"Visor Interactivo_AW1249 _x000D_
 Prometeo_AW0360009 _x000D_
 GestionaNegocios_AW1302001 _x000D_
 Aplicación Transversal de Lealtad - ATL_AW1284 _x000D_
 Boton Bancolombia_AW1277001 _x000D_
 PortalSalaDeVentas_AW1258002 _x000D_
 BC_Herramientas_MonitoreoPrd _x000D_
 MUVERANG_NU0063001 _x000D_
 MarketplaceEcosistemasPersonas_NU0035001 _x000D_
 Transfiya_NU0017001 _x000D_
 MovilidadCore_AW1281002 _x000D_
 PORTALCOBRANZA_AW1294001 _x000D_
 VisorInteractivo_AW1249 _x000D_
 HabitatCore_AW1281003",,
622,API IBM Cloud ,Gwe-Customers ALM,118,Gwe-Customer ALM - Birth Date Query,gwe-customer-alm-birth-date-query,Trasversales e Inclusión,Inclusión,BALM,,"TPM ALM APP_AW0955001 _x000D_
 BC_Herramientas_MonitoreoPrd",,
623,API IBM Cloud ,Gwe-Customers ALM,118,Gwe-Customer ALM - Change Email,gwe-customer-alm-change-email,Trasversales e Inclusión,Inclusión,BALM,,"TPM ALM APP_AW0955001 _x000D_
 BC_Herramientas_MonitoreoPrd",,
624,API IBM Cloud ,Gwe-Customers ALM,118,Gwe-Customer ALM - Customer Type Query,gwe-customer-alm-customer-type-query,Trasversales e Inclusión,Inclusión,BALM,,"TPM ALM APP_AW0955001 _x000D_
 BC_Herramientas_MonitoreoPrd",,
625,API IBM Cloud ,Gwe-Customers ALM,118,Gwe-Customer ALM - Reissue Limit Validation,gwe-customer-alm-reissue-limit-validation,Trasversales e Inclusión,Inclusión,BALM,,"TPM ALM APP_AW0955001 _x000D_
 BC_Herramientas_MonitoreoPrd",,
626,API IBM Cloud ,Gwe-Customers ALM,118,Gwe-Customer ALM - Validate Customer,gwe-customer-alm-validate-customer,Trasversales e Inclusión,Inclusión,BALM,,"TPM ALM APP_AW0955001 _x000D_
 BC_Herramientas_MonitoreoPrd",,
627,API IBM Cloud ,Gwe-Enrollment,101,Gwe-Enrollment Users Management,enrollment-users-management,Sufi,SUFI,Sufi,,No tiene,,
628,API IBM Cloud ,Gwe-Enrollment,111,Gwe-Enrollment Users Management,enrollment-user-management,Sufi,SUFI,Sufi,,"APM_AW1097001 _x000D_
 BC_Herramientas_MonitoreoPrd _x000D_
 NU0037002_VDSORQUESTADORAUTOGESTION_BACK _x000D_
 MovilidadCore_AW1281002",,
629,API ONPREMISE,Gwe-Enrollment,112,Gwe-Enrollment Users Management,enrollment-user-management,Sufi,SUFI,Sufi,,"VentasDigitalesSufiVehiculos_AW1097001 _x000D_
 MovilidadCore_AW1281002 _x000D_
 EnrolamientoSufiVehiculos_AW1097001 _x000D_
 MonitoreoGWEEnrollment_AW1097001 _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 VDSORQUESTADORAUTOGESTIONBACK_NU0037002 _x000D_
 Prueba - sufi - Enrollment - PRD",,
630,API IBM Cloud ,Gwe-Fraud,103,Gwe-Fraud - RSA Monitoring,gwe-fraud-rsa-monitoring,Servicios Transaccionales MP,Medios de pago Aceptacion,Aceptación,,"Boton Bancolombia_AW1277001 _x000D_
 BC_Herramientas_MonitoreoPrd",,
631,API IBM Cloud ,Gwe-JWK Wallet,110,Gwe-JWK - Wallet,gwe-JWK-wallet,Servicios Transaccionales MP,Medios de pago Aceptacion,Aceptación,,"Billetera Movil _x000D_
 BC_Herramientas_MonitoreoPrd",,
632,API IBM Cloud ,Gwe-Legal Wallet,111,Gwe-Legal - Terms and Conditions,gwe-legal-terms-and-conditions,Servicios Transaccionales MP,Medios de pago Aceptacion,Aceptación,,"Billetera Movil _x000D_
 BC_Herramientas_MonitoreoPrd",,
633,API IBM Cloud ,Gwe-Loans ALM,103,Gwe-Loans ALM - Payment Loan,gwe-loans-alm-payment,Trasversales e Inclusión,Inclusión,BALM,,"TPM ALM APP_AW0955001 _x000D_
 BC_Herramientas_MonitoreoPrd",,
634,API IBM Cloud ,Gwe-Loans ALM,103,Gwe-Loans ALM - Payment Loan Update State,gwe-loans-alm-payment-loan-update-state,Trasversales e Inclusión,Inclusión,BALM,,"TPM ALM APP_AW0955001 _x000D_
 BC_Herramientas_MonitoreoPrd",,
635,API IBM Cloud ,Gwe-Loans ALM,103,Gwe-Loans ALM - Pre Loan Query,gwe-loans-alm-pre-loan-query,Trasversales e Inclusión,Inclusión,BALM,,"TPM ALM APP_AW0955001 _x000D_
 BC_Herramientas_MonitoreoPrd",,
636,API IBM Cloud ,Gwe-Notifications,105,Gwe-Notification - Send Email Basic,gwe-notification-send-email-basic,Por Definir,Por Definir,Por Definir,EnvioCorreoElectronico/V1.0,"AppNotifications_AW0360009 _x000D_
 Tracking_AW1286001 _x000D_
 Prometeo_AW0360009 _x000D_
 PayProMerchant_AW1235001 _x000D_
 BC_Herramientas_MonitoreoPrd _x000D_
 Boton Bancolombia_AW1277001 _x000D_
 GestionaNegocios_AW1302001 _x000D_
 TPM ALM APP_AW0955001",,
637,API IBM Cloud ,Gwe-Notifications,105,Gwe-Notification - Send SMS Massive,gwe-notification-send-sms-massive,Por Definir,Por Definir,Por Definir,EnvioSmsInalambria/V1.0,"AppNotifications_AW0360009 _x000D_
 Tracking_AW1286001 _x000D_
 Prometeo_AW0360009 _x000D_
 PayProMerchant_AW1235001 _x000D_
 BC_Herramientas_MonitoreoPrd _x000D_
 Boton Bancolombia_AW1277001 _x000D_
 GestionaNegocios_AW1302001 _x000D_
 TPM ALM APP_AW0955001",,
638,API IBM Cloud ,Gwe-Security ALM,1313,Gwe-OAuth - Provider for ALM,gwe-oauth-alm,Trasversales e Inclusión,Inclusión,BALM,,"TPM ALM APP_AW0955001 _x000D_
 BC_Herramientas_MonitoreoPrd",,
639,API IBM Cloud ,Gwe-Security,104,Gwe-OAuth - Provider from WAS Validator Code,gwe-oauth-otp,Seguridad,Autenticación y Monitoreo,Gestión de Identidades,,"Billetera Movil _x000D_
 BC_Herramientas_MonitoreoPrd",,
640,API IBM Cloud ,Gwe-Payments,106,Gwe-Payments - Create Recharge,gwe-payments-create-recharge,Servicios Transaccionales MP,Medios de pago Aceptacion,Aceptación,,"TPM ALM APP_AW0955001 _x000D_
 Ecosistema De Pagos_AW1314001 _x000D_
 BC_Herramientas_MonitoreoPrd",,
641,API IBM Cloud ,Gwe-Payments Wallet,110,Gwe-Payments - QR Payments,gwe-payments-qr-payments,Servicios Transaccionales MP,Medios de pago Aceptacion,Aceptación,,"Billetera Movil _x000D_
 BC_Herramientas_MonitoreoPrd",,
642,API IBM Cloud ,Gwe-Payments ALM,114,Gwe-Payments ALM - Create PIN,gwe-payments-alm-create-pin,Trasversales e Inclusión,Inclusión,BALM,,BC_Herramientas_MonitoreoPrd,,
643,API IBM Cloud ,Gwe-Payments ALM,202,Gwe-Payments ALM - Create PIN,gwe-payments-alm-create-pin,Trasversales e Inclusión,Inclusión,BALM,,"TPM ALM APP_AW0955001 _x000D_
 BC_Herramientas_MonitoreoPrd",,
644,API IBM Cloud ,Gwe-Payments ALM,114,Gwe-Payments ALM - Financial Agreement Light Query,gwe-payments-alm-financial-agreement-light-query,Trasversales e Inclusión,Inclusión,BALM,,BC_Herramientas_MonitoreoPrd,,
645,API IBM Cloud ,Gwe-Payments ALM,202,Gwe-Payments ALM - Financial Agreement Light Query,gwe-payments-alm-financial-agreement-light-query,Trasversales e Inclusión,Inclusión,BALM,,BC_Herramientas_MonitoreoPrd,,
646,API IBM Cloud ,Gwe-Payments ALM,114,Gwe-Payments ALM - Financial Agreement Query,gwe-payments-alm-financial-agreement-query,Trasversales e Inclusión,Inclusión,BALM,,"TPM ALM APP_AW0955001 _x000D_
 BC_Herramientas_MonitoreoPrd",,
647,API IBM Cloud ,Gwe-Payments ALM,202,Gwe-Payments ALM - Financial Agreement Query,gwe-payments-alm-financial-agreement-query,Trasversales e Inclusión,Inclusión,BALM,,"TPM ALM APP_AW0955001 _x000D_
 BC_Herramientas_MonitoreoPrd",,
648,API IBM Cloud ,Gwe-Payments ALM,114,Gwe-Payments ALM - Payment Bill,gwe-payments-alm-payment-bill,Trasversales e Inclusión,Inclusión,BALM,,BC_Herramientas_MonitoreoPrd,,
649,API IBM Cloud ,Gwe-Payments ALM,202,Gwe-Payments ALM - Payment Bill,gwe-payments-alm-payment-bill,Trasversales e Inclusión,Inclusión,BALM,,BC_Herramientas_MonitoreoPrd,,
650,API IBM Cloud ,Gwe-Payments ALM,114,Gwe-Payments ALM - Send Money,gwe-payments-alm-send-money,Trasversales e Inclusión,Inclusión,BALM,,"TPM ALM APP_AW0955001 _x000D_
 BC_Herramientas_MonitoreoPrd",,
651,API IBM Cloud ,Gwe-Payments ALM,202,Gwe-Payments ALM - Send Money,gwe-payments-alm-send-money,Trasversales e Inclusión,Inclusión,BALM,,"TPM ALM APP_AW0955001 _x000D_
 BC_Herramientas_MonitoreoPrd",,
652,API IBM Cloud ,Gwe-Payments ALM,114,Gwe-Payments ALM - Send Payment Receipt,gwe-payments-alm-send-payment-receipt,Trasversales e Inclusión,Inclusión,BALM,,"TPM ALM APP_AW0955001 _x000D_
 BC_Herramientas_MonitoreoPrd",,
653,API IBM Cloud ,Gwe-Payments ALM,202,Gwe-Payments ALM - Send Payment Receipt,gwe-payments-alm-send-payment-receipt,Trasversales e Inclusión,Inclusión,BALM,,BC_Herramientas_MonitoreoPrd,,
654,API IBM Cloud ,Gwe-Register,120,Gwe-Register - Wallet,gwe-register-wallet,Servicios Transaccionales MP,Medios de pago Aceptacion,Aceptación,,"Billetera Movil _x000D_
 BC_Herramientas_MonitoreoPrd",,
655,API IBM Cloud ,Gwe-RSK Wallet,120,Gwe-RSK - Wallet,gwe-rsk-wallet,Servicios Transaccionales MP,Medios de pago Aceptacion,Aceptación,,"Billetera Movil _x000D_
 BC_Herramientas_MonitoreoPrd",,
656,API IBM Cloud ,Gwe-Security ALM,1313,Gwe-Security ALM - Authentication,gwe-security-alm-authentication,Trasversales e Inclusión,Inclusión,BALM,,"TPM ALM APP_AW0955001 _x000D_
 BC_Herramientas_MonitoreoPrd",,
657,API IBM Cloud ,Gwe-Security ALM,1313,Gwe-Security ALM - Change Password,gwe-security-alm-change-password,Trasversales e Inclusión,Inclusión,BALM,,"TPM ALM APP_AW0955001 _x000D_
 BC_Herramientas_MonitoreoPrd",,
658,API IBM Cloud ,Gwe-Security ALM,1313,Gwe-Security ALM - Collection OTP Generation,gwe-security-alm-collection-otp-generation,Trasversales e Inclusión,Inclusión,BALM,,"TPM ALM APP_AW0955001 _x000D_
 BC_Herramientas_MonitoreoPrd",,
659,API IBM Cloud ,Gwe-Security ALM,1313,Gwe-Security ALM - OTP Management,gwe-security-alm-otp-management,Trasversales e Inclusión,Inclusión,BALM,,"TPM ALM APP_AW0955001 _x000D_
 BC_Herramientas_MonitoreoPrd",,
660,API IBM Cloud ,Gwe-Security ALM,1313,Gwe-Security ALM - Set Password,gwe-security-alm-set-password,Trasversales e Inclusión,Inclusión,BALM,,"TPM ALM APP_AW0955001 _x000D_
 BC_Herramientas_MonitoreoPrd",,
661,API IBM Cloud ,Gwe-Parameter-Wallet,110,Gwe-Wallet - Parameter Management,gwe-wallet-parameter-management,Servicios Transaccionales MP,Medios de pago Aceptacion,Aceptación,,"Billetera Movil _x000D_
 BC_Herramientas_MonitoreoPrd",,
662,Servicio,No Aplica,No Aplica,Inscripcion De Facturas,No Aplica,Pagos y Recaudos,Gestión de flujos,Recaudos,,"SCI _x000D_
CNB _x000D_
ALM _x000D_
SVP _x000D_
GDE _x000D_
SRC _x000D_
APP _x000D_
PSE _x000D_
SVE _x000D_
ATM _x000D_
AUD _x000D_
FAC _x000D_
AW0360",,
663,API ONPREMISE,Insurance Health,100,Insurance Health - Issue,insurance-health-issue,Pagos y Recaudos,Seguros,No Aplica,,MonitoreoDCM_NU0084001,,
664,API ONPREMISE,Insurance Health,100,Insurance Health - Quote,insurance-health-quote,Pagos y Recaudos,Seguros,No Aplica,,MonitoreoDCM_NU0084001,,
665,API ONPREMISE,Insurance Life,100,Insurance Life - Issue,insurance-life-issue,Pagos y Recaudos,Seguros,No Aplica,,MonitoreoDCM_NU0084001,,
666,API ONPREMISE,Insurance Life,100,Insurance Life - Quote,insurance-life-quote,Pagos y Recaudos,Seguros,No Aplica,,MonitoreoDCM_NU0084001,,
667,API ONPREMISE,Insurance Pets,100,Insurance Pets - Issue,insurance-pets-issue,Pagos y Recaudos,Seguros,No Aplica,,MonitoreoDCM_NU0084001,,
668,API ONPREMISE,Insurance Pets,100,Insurance Pets - Quote,insurance-pets-quote,Pagos y Recaudos,Seguros,No Aplica,,MonitoreoDCM_NU0084001,,
669,API ONPREMISE,Insurance Underwriting,110,Insurance Underwriting - Cash Withdrawals,insurance-underwriting-cash-withdrawals,Pagos y Recaudos,Seguros,No Aplica,SeguroDeRetiroEnCajero/V1.0,"AsegurarRetiro_AW1151001 _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 MascaraTransaccional_NU0021001",,
670,API ONPREMISE,Underwriting,101,Insurance Vehicle,insurance-vehicle,Sufi,SUFI,Sufi,,APM_AW1097001,,
671,API ONPREMISE,Underwriting Sufi,100,Insurance Vehicle,insurance-vehicle,Sufi,SUFI,Sufi,,WllsWeb_AW1385001,,
672,API ONPREMISE,Underwriting Sufi,201,Insurance Vehicle,insurance-vehicle,Sufi,SUFI,Sufi,,"WllsWeb_AW1385001 _x000D_
 MonitoreoDCM_AAA",,
673,API ONPREMISE,Interactive Help,101,Interactive Help - Frequently Asked Questions,interactive-help-frequently-asked-questions,Gestion Cliente y Comercial,Conocimiento de clientes,No Aplica,,Portal Contenidos Bancolombia_AW1218001,,
674,API ONPREMISE,Investment Account,122,Investment Account - Creation,investment-account-creation,Valores,Inversiones,No Aplica,,"AsesoriaAsistida_AW1208 _x000D_
 Inversi_NU0160001 _x000D_
 MonitoreoDCM_NU0084001",,
675,API ONPREMISE,Investment Account,122,Investment Account - Information,investment-account-information,Valores,Inversiones,No Aplica,,"AsesoriaAsistida_AW1208 _x000D_
 Inversi_NU0160001 _x000D_
 MonitoreoDCM_NU0084001",,
676,API ONPREMISE,Investment Account,122,Investment Account - Management,investment-account-management,Valores,Inversiones,No Aplica,,"AsesoriaAsistida_AW1208 _x000D_
 Inversi_NU0160001 _x000D_
 MonitoreoDCM_NU0084001",,
677,API ONPREMISE,Investment Account,122,Investment Account - Transfer,investment-account-transfer,Valores,Inversiones,No Aplica,,"AsesoriaAsistida_AW1208 _x000D_
 Inversi_NU0160001 _x000D_
 MonitoreoDCM_NU0084001",,
678,API ONPREMISE,Investment Channel,100,Investment channel  - customer,investment-channel-customer,Valores,Inversiones,No Aplica,,MascaraTransaccional_NU0021001,,
679,API ONPREMISE,Investment Channel,100,Investment Channel - Management,investment-channel-management,Valores,Inversiones,No Aplica,,MascaraTransaccional_NU0021001,,
680,API ONPREMISE,Investment Customer,111,Investment Customer Personal Data - Information,investment-customer-personal-data-information,Valores,Inversiones,No Aplica,,"AsesoriaAsistida_AW1208 _x000D_
 Inversi_NU0160001 _x000D_
 MonitoreoDCM_NU0084001",,
681,API ONPREMISE,Investment Notifications,102,Investment Notifications - Notifications,investment-notifications-notifications,Valores,Inversiones,No Aplica,,"AsesoriaAsistida_AW1208 _x000D_
 Inversi_NU0160001",,
682,API IBM Cloud ,Investments Channel,100,Investments channel  - customer,investments-channel-customer,Canales Pymes,Inversiones,No Aplica,,No tiene,,
683,API IBM Cloud ,Investments Channel,110,Investments channel  - customer,investments-channel-customer,Canales Pymes,Inversiones,No Aplica,,Modulo Administrativo Canales Digitales_AW1204,,
684,Servicio,No Aplica,No Aplica,Linea Unica,No Aplica,Transversales no iSeries,Otras Funciones de Apoyo,Los Federales,,Allus,,
685,Servicio,No Aplica,No Aplica,Listado Cuentas Depositos,No Aplica,Captaciones,Depósitos y cuentas especiales,Depósitos,,"AW1177 _x000D_
AW1203001 _x000D_
AW1128",,
686,API IBM Cloud ,Loan,100,Loan - Balances,loan-balances,Filiales del Exterior,Financiación y consumo,Filiales del Exterior,ConsultaSaldosCreditos/V1.0,TMP1 johucorr_AW0360010,,
687,API ONPREMISE,Loan,110,Loan - Disbursements,loan-disbursements,Crédito,Financiación y Consumo,Experiencia de Cartera,,"PROFIN_PRODUCTORCONSUMIDOR _x000D_
 AW1313001_VTD_Rediferidos_Back _x000D_
 BNPL_NU0287001 _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 MonitoreoDCM_NU0084001",,
688,API ONPREMISE,Loan,110,Loan - Loans,loan-loans,Crédito,Financiación y Consumo,Experiencia de Cartera,,"PROFIN_PRODUCTORCONSUMIDOR _x000D_
 AW1313001_VTD_Rediferidos_Back _x000D_
 BNPL_NU0287001 _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 MonitoreoDCM_NU0084001",,
689,API ONPREMISE,Loans Sufi Study Consume,201,Loan Additional Information,loan-additional-information,Sufi,SUFI,Sufi,,"VDSAUTOGESTIONCONSUMOBACK_NU0037003 _x000D_
 VDSAUTOGESTIONCONSUMOBACK_NU0037003 _x000D_
 MONSUFI_AW1191035 _x000D_
 MovilidadCore_AW1281002",,
690,API ONPREMISE,Loans Sufi Study Consume,100,Loan Application,loan-application,Sufi,SUFI,Sufi,,"NU0037003_VDSAUTOGESTIONCONSUMOBACK _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 MovilidadCore_AW1281002",,
691,API ONPREMISE,Loans Sufi Study Consume,201,Loan Application,loan-application,Sufi,SUFI,Sufi,,"VDSAUTOGESTIONCONSUMOBACK_NU0037003 _x000D_
 VDSAUTOGESTIONCONSUMOBACK_NU0037003 _x000D_
 MONSUFI_AW1191035 _x000D_
 MovilidadCore_AW1281002",,
692,API ONPREMISE,Loans Sufi Study Consume,100,Loan Application Information,loan-application-information,Sufi,SUFI,Sufi,,"NU0037003_VDSAUTOGESTIONCONSUMOBACK _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 MovilidadCore_AW1281002",,
693,API ONPREMISE,Loans Sufi Study Consume,201,Loan application information,loan-application-information,Sufi,SUFI,Sufi,,"VDSAUTOGESTIONCONSUMOBACK_NU0037003 _x000D_
 VDSAUTOGESTIONCONSUMOBACK_NU0037003 _x000D_
 MONSUFI_AW1191035 _x000D_
 MovilidadCore_AW1281002",,
694,API ONPREMISE,Document Service Sufi,100,Loan Documents Sufi,loan-documents-sufi,Sufi,SUFI,Sufi,,"VDSAUTOGESTIONCONSUMOBACK_NU0037003 _x000D_
 VDSAUTOGESTIONCONSUMOBACK_NU0037003 _x000D_
 Monitoreo_AW1378001 _x000D_
 MONSUFI_AW1378001",,
695,API ONPREMISE,Loan Utilities,100,Loan Utilities - Installments,loan-utilities-installments,Crédito,Financiación y Consumo,Experiencia de Cartera,CalculoCuotaCredito/V1.0,"MsUtilities_NU0102001 _x000D_
 APP_PRODUCTORCONSUMIDOR",,
696,API ONPREMISE,Loans,223,Loans - Agreements Enquiry,loans-agreements-enquiry,Crédito,Financiación y Consumo,Experiencia de Cartera,AdministracionConveniosCartera/V1.0,"ALM_AW0955001 _x000D_
 ALM_AW0955 _x000D_
 Auditoria _x000D_
 PORTALCOBRANZA_AW1294001 _x000D_
 LimitsCreditExhibition_NU0114001 _x000D_
 APP_NU0114001 _x000D_
 LoansOffer_NU0102001 _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 BNPL_NU0287001",,
697,API ONPREMISE,Loans,223,Loans - Enquiry,loans-enquiry,Crédito,Financiación y Consumo,Experiencia de Cartera,ConsultaInformacionPrestamos/V2.0,"ALM_AW0955001 _x000D_
 ALM_AW0955 _x000D_
 Auditoria _x000D_
 PORTALCOBRANZA_AW1294001 _x000D_
 LimitsCreditExhibition_NU0114001 _x000D_
 APP_NU0114001 _x000D_
 LoansOffer_NU0102001 _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 BNPL_NU0287001",,
698,API ONPREMISE,Loans,223,Loans - Loan Applications,loans-loan-applications,Crédito,Financiación y Consumo,Experiencia de Cartera,SolicitudDeCredito/V1.0,"ALM_AW0955001 _x000D_
 ALM_AW0955 _x000D_
 Auditoria _x000D_
 PORTALCOBRANZA_AW1294001 _x000D_
 LimitsCreditExhibition_NU0114001 _x000D_
 APP_NU0114001 _x000D_
 LoansOffer_NU0102001 _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 BNPL_NU0287001",,
699,API ONPREMISE,Loans,223,Loans - Maximum Loan Amount,loans-maximum-loan-amount,Crédito,Financiación y Consumo,Experiencia de Cartera,ConsultaDatosCartera/V2.0,"ALM_AW0955001 _x000D_
 ALM_AW0955 _x000D_
 Auditoria _x000D_
 PORTALCOBRANZA_AW1294001 _x000D_
 LimitsCreditExhibition_NU0114001 _x000D_
 APP_NU0114001 _x000D_
 LoansOffer_NU0102001 _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 BNPL_NU0287001",,
700,API ONPREMISE,Loans,223,Loans - Payment,loans-payment,Crédito,Financiación y Consumo,Experiencia de Cartera,PagoPrestamos/V2.0,"ALM_AW0955001 _x000D_
 ALM_AW0955 _x000D_
 Auditoria _x000D_
 PORTALCOBRANZA_AW1294001 _x000D_
 LimitsCreditExhibition_NU0114001 _x000D_
 APP_NU0114001 _x000D_
 LoansOffer_NU0102001 _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 BNPL_NU0287001",,
701,API ONPREMISE,Consumer Loan Sufi,111,Loans Information,loans-information,Sufi,SUFI,Sufi,,"Wompi_NU0093001 _x000D_
 DesembolsosSufi_AW1097001 _x000D_
 BotonRecaudoWompi_NU0093001",,
702,API ONPREMISE,Consumer Loan Sufi,201,Loans Information,loans-information,Sufi,SUFI,Sufi,,"AW1097001 _x000D_
 NU0093001 _x000D_
 DesembolsosSufi_AW1097001 _x000D_
 Monitoreo_AW1097001 _x000D_
 MonitoreoDCM_NU0084001",,
703,API ONPREMISE,Loans Sufi,101,Loans Sufi - Simulation,simulation,Sufi,SUFI,Sufi,,"MovilidadCore_AW1281002 _x000D_
 MonitoreoDCM_NU0084001",,
704,API ONPREMISE,Loans,223,Loans-Collaterals,loans-collaterals,Crédito,Financiación y Consumo,Experiencia de Cartera,ConsultaDatosCartera/V2.0,"ALM_AW0955001 _x000D_
 ALM_AW0955 _x000D_
 Auditoria _x000D_
 PORTALCOBRANZA_AW1294001 _x000D_
 LimitsCreditExhibition_NU0114001 _x000D_
 APP_NU0114001 _x000D_
 LoansOffer_NU0102001 _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 BNPL_NU0287001",,
705,API ONPREMISE,Customer Data Sufi,110,Management,management,Sufi,SUFI,Sufi,,adaptadorSufi_NU0204001,,
706,Servicio,No Aplica,No Aplica,Mantenimiento Obligaciones Cartera,No Aplica,Crédito,Financiación y consumo,,,"AW1313 _x000D_
DEVELOPSOATEST",,
707,API IBM Cloud ,Loans Study Vehicle,101,Manual Study,manual-study,Sufi,SUFI,Sufi,,"VentasDigitalesSufi_NU0037 _x000D_
 MovilidadCore_AW1281002",,
708,API ONPREMISE,Loans Study Vehicle,105,Manual Study,manual-study,Sufi,SUFI,Sufi,,"MonitoreoDCM_NU0084001 _x000D_
 VentasDigitalesSufiVehiculos_AW1097001 _x000D_
 MovilidadCore_AW1281002",,
709,API ONPREMISE,Market Place,133,Market Place - Items,market-place-items,Ecosistemas,ECOSISTEMAS,No Aplica,,"HabitatCore_AW1281003 _x000D_
 MovilidadCore_AW1281002",,
710,API ONPREMISE,Market Place,133,Market Place - Orders,market-place-orders,Ecosistemas,ECOSISTEMAS,No Aplica,,"HabitatCore_AW1281003 _x000D_
 MovilidadCore_AW1281002",,
711,API ONPREMISE,Market Place,133,Market Place - Schedule,market-place-schedule,Ecosistemas,ECOSISTEMAS,No Aplica,,"HabitatCore_AW1281003 _x000D_
 MovilidadCore_AW1281002",,
712,API ONPREMISE,Loans Sufi Catalogs,100,Master Reference,loans-catalogs-master-reference,Sufi,SUFI,Sufi,,"NU0037003_VDSAUTOGESTIONCONSUMOBACK _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 MovilidadCore_AW1281002 _x000D_
 VDSAUTOGESTIONCONSUMOBACK_NU0037003 _x000D_
 VDSAUTOGESTIONCONSUMOBACK_NU0037003",,
713,API ONPREMISE,Merchandising Loan,100,Merchandising Loan - Financial Renting,merchandising-loan-financial-renting,,,,,"RespuestaAlFrente_AW1086001 _x000D_
 MonitoreoDCM_NU0084001",,
714,Servicio,No Aplica,No Aplica,Modificacion De Cupo Tarjetas,No Aplica,Emisor,Medios de pago Emision,Digital Medios de Pago,,"APIC _x000D_
AW1176 _x000D_
AW1285001",,
715,Servicio,No Aplica,No Aplica,Modificar Participante,No Aplica,Gestion Cliente y Comercial,Por Definir,Por Definir,,"AW0611002 _x000D_
AW0611001 _x000D_
AW0795",,
716,Servicio,No Aplica,No Aplica,Modificar Participante,No Aplica,Gestion Cliente y Comercial,Por Definir,Por Definir,,"AW0683001 _x000D_
AW0563001",,
717,Servicio,No Aplica,No Aplica,Monitoreo Riesgo Transaccional,No Aplica,Seguridad,Autenticación y Monitoreo,Monitoreo y Transversales,,"SVP _x000D_
APP _x000D_
SVE",,
718,API ONPREMISE,Mortgage,212,Mortgage Loan - Balances,mortgage-loan-balances,Hipotecario,Inmobiliario,Hipotecario,"ConsultarCreditoHipotecario/V2.0
ConsultarCreditoHipotecario/V3.0","PortalConstructorAW0360004_SVE _x000D_
 PortalConstructorAW0360004_SVE _x000D_
 EASYHOME_NU0004001 _x000D_
 MONITOREO_AW1010001 _x000D_
 MonitoreoDCM_NU0084001",,
719,API ONPREMISE,Mortgage Loan Behavioral,110,Mortgage Loan Behavioral - Mortgage Loan Study,mortgage-loan-behavioral-mortgage-loan-study,Riesgos,Ciclo de Crédito,Ecosistema de Riesgo de Crédito,,"RespuestaFrenteHipo_AW0856 _x000D_
 HabitatCore_AW1281003",,
720,API ONPREMISE,Mortgage Loan Payments,100,Mortgage Loan Payments- Constructor,mortgage-loan-payments-constructor,Hipotecario,Inmobiliario,Hipotecario,,No tiene,,
721,Servicio,,,MPG_ALM,,,,,,No tiene,,
722,Servicio,,,MPG_APM_TLS_ADAPTER,,Sufi,,,,"Carventuri _x000D_
 BC_Herramientas_MonitoreoPrd",,
723,Servicio,,,MPG_CA_AllFunds_AF,,,,,,No tiene,,
724,Servicio,,,MPG_CA_CADENA_CA,,,,,,No tiene,,
725,Servicio,,,MPG_CA_restjson,,,,,,No tiene,,
726,Servicio,,,MPG_CIB_RemesasMoneyGram_RMG,,,,,,No tiene,,
